id,name,artist_id,monthly_listeners,album_id
3354,Center prevent,256,1460525,624
3355,Share expert consider indicate,215,1200728,321
3356,Into probably friend,30,1544992,923
3357,Until leg hot,281,185484,816
3358,Way visit,412,1960484,856
3359,Mrs action,482,191043,62
3360,General letter,237,847278,300
3361,Near gas,248,1115056,403
3362,Stuff moment,368,768128,955
3363,A economy,495,316104,648
3364,From,25,235622,567
3365,According exist group,74,435368,620
3366,Serious employee arm short,206,1470042,303
3367,Crime stay himself,490,1921773,770
3368,Now lay,494,1691129,253
3369,Appear knowledge quite kitchen,314,1884145,734
3370,Population some,94,738371,478
3371,Material security certainly,375,1168498,369
3372,Through,127,517576,679
3373,Stand season back,425,1695144,941
3374,Body different,25,1489204,160
3375,We office,334,1355596,961
3376,Student who method,355,881979,166
3377,Perform week,116,730024,205
3378,Eat nearly,48,837659,267
3379,Require opportunity really,226,1737386,138
3380,Eye organization,266,1134009,368
3381,Hand today clear,99,74704,443
3382,Item anyone memory left,459,532149,858
3383,Fund force class ten,11,239366,760
3384,Act bill,85,325058,567
3385,Professor major station,405,1113464,916
3386,Although city,214,866718,721
3387,Different also,173,586581,17
3388,Region western,391,214596,68
3389,Cover present,209,69515,133
3390,Get last young look,448,417740,700
3391,Time role policy,382,270209,919
3392,Myself without,64,1742620,430
3393,Board indicate list,258,1662584,308
3394,Participant start then yourself,332,1214013,650
3395,If us ahead worry,121,1894884,174
3396,Hit probably,298,942208,412
3397,Nature player,466,189929,97
3398,Just election have,54,1186270,683
3399,Improve computer range,331,871229,154
3400,Suggest today admit,272,242540,695
3401,Price,241,1018507,242
3402,Teach upon art,243,1665005,304
3403,Rather wind little test,18,1013211,285
3404,Minute per successful improve,483,247476,27
3405,Performance soldier,187,1030237,402
3406,Minute drug,346,997836,360
3407,Star turn,144,1414110,60
3408,Sure address arm,262,1408576,202
3409,Him recent,441,1902209,762
3410,Hour black,364,426910,874
3411,Standard civil still,491,1925774,581
3412,Responsibility page,431,23995,970
3413,Exactly indeed,239,879752,370
3414,Career view world,304,1654005,533
3415,Soldier amount,298,1713355,152
3416,Glass late according,76,442168,102
3417,Your reach high,188,1041532,899
3418,Middle late wrong,333,690197,1000
3419,Or action structure,388,1120375,607
3420,Produce kid,487,1753813,446
3421,Somebody beautiful hundred,246,500471,873
3422,Bank you,130,1881695,229
3423,Something,474,756027,125
3424,Past month,315,1086852,770
3425,Field,411,1608387,834
3426,Citizen seem specific crime,283,1246703,999
3427,Pattern build Mrs,79,317759,881
3428,Space at development sport,72,490858,938
3429,Vote miss,263,1552832,236
3430,Live available since,191,11514,162
3431,Accept listen attorney mean,367,48456,554
3432,Every peace kind,375,8233,788
3433,Claim share deep,430,1312822,353
3434,Cultural organization blood,63,1115709,68
3435,Discuss thank,488,834147,173
3436,Despite nothing I,380,1527985,843
3437,Per once and,12,897977,637
3438,Not travel explain,141,629373,682
3439,Site,254,634389,559
3440,Person young,43,1449048,261
3441,Drop political manager,17,1158260,217
3442,Both simply,63,1376520,817
3443,Officer training recognize,253,1571692,124
3444,Hand,465,620225,805
3445,Hundred her fear church,376,1615412,162
3446,Finish news yard,292,1258848,201
3447,Identify exist find,469,1485159,454
3448,Professional many,8,1964853,402
3449,Sport risk chair,325,1687679,462
3450,Receive adult impact,90,1270570,275
3451,Office interview,208,988886,206
3452,Other to,292,128602,40
3453,Concern put,284,1700134,273
3454,Office guy Mr,118,1962328,700
3455,Professor soldier,349,1993285,867
3456,Partner court,175,813002,93
3457,Detail letter,76,1473047,42
3458,Federal shoulder,101,1595046,465
3459,Try remain say,414,1351093,379
3460,General do,151,1354739,107
3461,Party both,400,194691,328
3462,Successful accept,270,279187,65
3463,Medical situation,458,1488324,365
3464,Tree maybe growth,71,233362,821
3465,Other newspaper accept,493,198008,484
3466,Ago speech picture,180,282383,647
3467,Fly everybody decide,124,1191064,901
3468,Story leader go,381,1708348,24
3469,School play,293,869408,540
3470,Management everybody foot,285,549694,62
3471,Whatever check close behavior,195,1313595,491
3472,Cultural plan,399,1562023,273
3473,Civil fine hit,228,496288,229
3474,When space,431,1448544,20
3475,Drive seek,430,480969,3
3476,Want,436,210097,421
3477,Material relationship entire stop,275,395569,730
3478,As type,461,683346,911
3479,Thus authority myself,106,1005411,307
3480,It skin,21,1023405,432
3481,Reality page,64,802123,136
3482,Game support,165,201919,909
3483,Talk approach think,27,835507,944
3484,Line machine major,311,1060370,515
3485,Way job,500,200542,193
3486,Important collection issue leg,285,1721342,585
3487,Cup house,148,1387650,415
3488,Court eye arrive after,281,1820833,873
3489,Smile,326,1993952,118
3490,Involve glass gas,319,1091284,666
3491,Door sound dog,164,1951500,209
3492,Sing discuss century,386,894061,952
3493,Understand trade,406,1987880,34
3494,From until,224,1224045,649
3495,Good establish suggest system,272,648601,318
3496,Difficult young make keep,146,808784,120
3497,Financial report,453,1937983,627
3498,Sea class thing really,438,1405568,525
3499,Chair material,356,761956,581
3500,Huge collection different owner,30,1458230,937
3501,Box,45,1007425,845
3502,Between day,275,832431,769
3503,Computer which share point,471,1592346,89
3504,Author question situation coach,34,164543,512
3505,Agent ability think,141,1883287,47
3506,Along exist police,427,372557,772
3507,Any watch,318,500964,740
3508,Guess perform,374,55213,959
3509,Sing couple,221,901341,692
3510,Candidate type great,356,800458,522
3511,Same commercial kid,22,1288273,284
3512,Away everybody,180,348328,377
3513,Might which yourself,436,6435,638
3514,Cost,367,140565,134
3515,Just when,420,1252875,667
3516,Left,329,846753,248
3517,Company everything,231,921267,652
3518,Tree message,499,1332109,318
3519,Charge seek member,403,32498,436
3520,Start national,38,1899763,176
3521,Green fly father in,70,888977,835
3522,Instead do assume,116,561113,686
3523,Occur one it,239,1328654,993
3524,Save statement,335,530862,586
3525,Subject political,441,1704562,351
3526,Well interesting stop,148,1743115,143
3527,There card attorney,9,920091,967
3528,Wife,288,43782,804
3529,Surface hard story,388,1022728,398
3530,Civil home field,50,448628,624
3531,Believe paper position,338,1110137,718
3532,Individual,5,471440,643
3533,Structure someone health,404,922913,369
3534,Church artist strong,343,1963167,501
3535,Human cost,126,465535,622
3536,Decide message,75,1541808,370
3537,Until better budget,165,552039,579
3538,Pm region window,278,1349894,382
3539,Main like,442,1958686,86
3540,Beyond fine,324,57572,787
3541,Option leader,477,1897424,739
3542,Remain address until second,300,1454833,460
3543,Clearly at compare,290,417443,950
3544,Space American,77,1871209,325
3545,Tax because herself police,298,37069,522
3546,Blue resource director,137,738550,489
3547,Water couple usually,106,813802,929
3548,Fall actually,95,1799954,397
3549,Yourself lose,135,1961350,896
3550,Office performance,68,783533,355
3551,Understand us consumer,147,930090,947
3552,In authority low,490,706591,288
3553,Certain others probably,478,388902,459
3554,Describe dog early,159,1972402,624
3555,Note activity dog,384,1901302,998
3556,Picture do get cell,163,1653332,536
3557,Successful same rest,441,685659,291
3558,Daughter radio let,341,1140291,851
3559,Next central,189,1120369,838
3560,Join often story,415,440717,168
3561,Author mouth trade,339,713494,950
3562,Pattern wonder sign,95,636960,621
3563,Budget rise news,181,403993,428
3564,Fine throw science,288,1191897,702
3565,Claim laugh large,322,1694766,490
3566,Heart now,187,1070966,355
3567,Painting billion,372,1069945,196
3568,Learn time,138,144953,545
3569,Tree cell process,130,1321307,717
3570,Agree dinner while,194,225872,824
3571,Shake strong,316,468543,932
3572,Help spend,472,894441,694
3573,Effect,273,482127,659
3574,Light what,352,482363,939
3575,Police education,144,763922,780
3576,Baby couple other,16,926337,11
3577,Ago child,302,1560366,582
3578,Lead win money,423,1096589,256
3579,Water fact manager,245,642629,396
3580,Will window where,415,915217,731
3581,Marriage,107,1768556,809
3582,Thus local,88,1196402,409
3583,Station onto same,129,632872,362
3584,Action college hot,395,79113,259
3585,Perhaps,375,490847,3
3586,Good conference above,341,1922792,84
3587,Admit state give,4,1084858,156
3588,Authority cultural,327,168809,663
3589,Chance save,410,1560764,176
3590,Building cell,367,1540219,707
3591,Act tree series,306,287268,938
3592,Sometimes hundred,396,1906110,472
3593,Thought late,95,396412,619
3594,Perhaps development during,209,1897535,424
3595,Understand amount,225,393515,134
3596,Performance ok cover relate,459,1966950,788
3597,Chair early language,348,97651,907
3598,Address,480,1296125,864
3599,With fire,321,86395,380
3600,Huge baby success,47,536633,667
3601,Fine team,476,911976,277
3602,Development,181,1870085,236
3603,Range on party everyone,106,1442149,752
3604,Away enter,199,1771336,882
3605,Finish herself itself minute,386,1585919,13
3606,Know may really,106,366837,342
3607,Specific blue,280,1134859,35
3608,Billion security,260,1094060,559
3609,Require level just,108,602802,214
3610,Before his,19,1139711,412
3611,Player authority day success,410,298915,405
3612,Nothing always my,459,1555270,494
3613,Attention network,296,189726,658
3614,Wind cut,306,1489332,159
3615,Put,171,215223,956
3616,Administration open,331,897716,637
3617,Strategy by,493,1166975,110
3618,Team beyond among,195,1940893,549
3619,Including art guy follow,12,516609,789
3620,Follow decision process,195,1996457,526
3621,Federal simple situation pick,490,1014071,985
3622,Indicate machine environment,283,1230221,347
3623,Generation partner growth thousand,369,699093,744
3624,Want threat prevent,182,1178920,828
3625,Past window,450,1192408,636
3626,General international,305,1687090,279
3627,Thank energy,144,624538,479
3628,Bill middle future,386,288906,111
3629,Travel wind,316,1231634,636
3630,Rule through day,182,1739268,925
3631,Language audience impact control,30,1220748,431
3632,Dream become land city,84,1185592,542
3633,Agent appear,166,49825,115
3634,Sit I walk,284,14877,90
3635,Behind government half,281,424206,212
3636,Movement future,96,130065,550
3637,Sit get,381,633731,595
3638,Since four that,266,362756,539
3639,Wife huge,444,118674,729
3640,Spring,298,1164650,360
3641,Decade though,296,518257,486
3642,Suddenly various sea,225,397474,372
3643,Allow environmental candidate blue,333,1301457,215
3644,Democratic lawyer now,361,32629,733
3645,Consider success serve,374,956083,15
3646,Other,42,1203606,955
3647,Pass man,303,1482257,259
3648,Defense eight,421,803207,778
3649,Make seat,246,1519367,463
3650,Hope letter college,208,1537425,120
3651,Crime grow method,237,690567,976
3652,Pm budget,22,1465345,913
3653,List author in,185,1028442,128
3654,Science collection religious,468,263199,723
3655,List possible,242,774372,523
3656,Natural edge figure certainly,363,1138273,688
3657,Off claim,283,689233,645
3658,Finally improve to,41,1151081,325
3659,Fish tree check,336,1392440,320
3660,Level learn,162,1771141,506
3661,Entire,160,1914207,526
3662,Network research bit,474,1205966,50
3663,Tough dream power,89,34734,922
3664,Seven age have,322,214299,584
3665,Seat stand there,12,674882,69
3666,Story,424,143728,391
3667,Camera old,73,672253,383
3668,Begin,76,1554185,16
3669,Trial offer seat edge,346,803925,439
3670,Quite difference few,201,397848,846
3671,Rock something friend,10,621160,869
3672,Upon source,352,1007152,568
3673,Fly interview open,226,324923,617
3674,Hair book,176,694812,132
3675,Program sound,276,1718202,996
3676,Visit,39,1432907,560
3677,Send relationship door,60,1166179,248
3678,Question sea condition,66,1897615,273
3679,Necessary deal,321,1590804,623
3680,See thank few,435,1728939,932
3681,Grow after,124,653168,838
3682,Chance seat these,164,623696,848
3683,Unit soldier,408,822247,349
3684,Treatment prepare,411,1735805,484
3685,Line work,386,50297,550
3686,Career great,159,61107,357
3687,Particularly,57,345937,752
3688,Reality gun chance,78,410898,318
3689,Long whom interesting,194,1593486,633
3690,Another practice,285,293552,48
3691,After up red,15,665197,10
3692,About military bad,12,1196055,233
3693,Left sing plant,101,1209957,36
3694,That receive,156,1142766,413
3695,Each,340,1461687,462
3696,The network,125,777644,4
3697,Discover next,359,1267560,44
3698,But view measure,280,525658,568
3699,Old see,405,1425932,554
3700,Require its admit,394,787918,255
3701,Task maintain,110,1859770,740
3702,Talk foot know,334,551901,114
3703,Perhaps well,357,1817740,749
3704,Within house,146,4196,397
3705,Bad next interest,216,1550648,174
3706,Go sound,398,1561767,255
3707,Woman audience,162,1275585,466
3708,Standard,128,1936573,929
3709,Structure practice,314,1912357,277
3710,And born language,332,852271,464
3711,Meet,150,1484708,847
3712,Chair discover specific prove,454,1582436,502
3713,Can economy,36,507528,441
3714,You fly,173,1471017,69
3715,Cost past throw,420,571141,509
3716,Fight assume,22,688635,326
3717,Those civil,206,859811,742
3718,Hour kitchen happen,127,1968185,67
3719,Professor part law,336,1165650,304
3720,Police impact,445,1502688,972
3721,Already guess,356,568497,484
3722,Change eat,440,1539967,929
3723,Girl old read,217,960991,548
3724,Physical free reason,96,1460843,417
3725,Keep,417,1668108,159
3726,Soon education street,429,757355,149
3727,Minute job,164,1303092,27
3728,Agreement operation,148,1782336,987
3729,Own same,18,625588,584
3730,Result discuss,294,1771897,248
3731,Special,195,1502948,101
3732,System,151,1426402,702
3733,Remain discuss,480,58175,96
3734,Tax natural customer,365,1973929,384
3735,Year police indeed fine,123,1151127,282
3736,Artist property already,400,806408,322
3737,Its same,187,393761,396
3738,Serious soldier itself,453,1935802,278
3739,Green head recognize,452,1820848,529
3740,Blood politics grow,149,1560067,263
3741,Ok follow,104,582154,619
